id	time	feature	measure
2913	1515	cond	G
2914	1515	cond	G
2915	1515	cond	G
2916	1515	cond	G
2917	1515	cond	G
2918	1515	cond	G
2919	1515	cond	G
2920	1515	cond	G
2921	1515	cond	G
2922	1515	cond	G
2923	1515	cond	G
2924	1515	cond	G
2925	1515	cond	G
2926	1515	cond	G
2927	1515	cond	G
2928	1515	cond	S
2929	1515	cond	S
2930	1520	cond	G
2931	1520	cond	G
2932	1520	cond	G
2933	1520	cond	G
2934	1520	cond	G
2935	1520	cond	G
2936	1520	cond	G
2937	1520	cond	G
2938	1520	cond	G
2939	1520	cond	G
2940	1520	cond	G
2941	1520	cond	G
2942	1520	cond	G
2943	1520	cond	G
2944	1520	cond	G
2945	1520	cond	G
2946	1520	cond	G
2947	1520	cond	G
2948	1520	cond	G
2949	1520	cond	S
2950	1525	cond	G
2951	1525	cond	G
2952	1525	cond	G
2953	1525	cond	G
2954	1525	cond	G
2955	1525	cond	G
2956	1525	cond	G
2957	1525	cond	G
2958	1525	cond	G
2959	1525	cond	G
2960	1525	cond	G
2961	1525	cond	G
2962	1525	cond	G
2963	1525	cond	G
2964	1525	cond	G
2965	1525	cond	G
2966	1525	cond	G
2967	1525	cond	G
2968	1525	cond	G
2969	1525	cond	G
2970	1525	cond	G
2971	1525	cond	G
2972	1525	cond	G
2973	1525	cond	G
2974	1525	cond	G
2975	1525	cond	S
2976	1525	cond	S
2977	1525	cond	S
2978	1530	cond	G
2979	1530	cond	G
2980	1530	cond	G
2981	1530	cond	G
2982	1530	cond	G
2983	1530	cond	G
2984	1530	cond	G
2985	1530	cond	G
2986	1530	cond	G
2987	1530	cond	G
2988	1530	cond	G
2989	1530	cond	G
2990	1530	cond	G
2991	1530	cond	G
2992	1530	cond	G
2993	1530	cond	G
2994	1530	cond	S
2995	1530	cond	S
2996	1535	cond	G
2997	1535	cond	G
2998	1540	cond	G
2999	1540	cond	G
3000	1540	cond	G
3001	1540	cond	G
3002	1540	cond	G
3003	1540	cond	G
3004	1540	cond	G
3005	1540	cond	G
3006	1540	cond	G
3007	1540	cond	G
3008	1540	cond	G
3009	1540	cond	G
3010	1545	cond	G
3011	1545	cond	G
3012	1545	cond	G
3013	1545	cond	G
3014	1545	cond	G
3015	1545	cond	G
3016	1545	cond	G
3017	1545	cond	G
3018	1545	cond	G
3019	1545	cond	G
3020	1545	cond	G
3021	1545	cond	G
3022	1545	cond	G
3023	1545	cond	G
3024	1545	cond	G
3025	1545	cond	G
3026	1545	cond	G
3027	1545	cond	G
3028	1545	cond	G
3029	1545	cond	G
3030	1545	cond	G
3031	1545	cond	G
3032	1545	cond	G
3033	1545	cond	G
3034	1545	cond	G
3035	1545	cond	G
3036	1545	cond	G
3037	1545	cond	G
3038	1545	cond	G
3039	1545	cond	G
3040	1545	cond	G
3041	1545	cond	G
3042	1545	cond	G
3043	1545	cond	G
3044	1545	cond	G
3045	1545	cond	G
3046	1545	cond	G
3047	1545	cond	S
3048	1545	cond	S
3049	1550	cond	G
3050	1550	cond	G
3051	1550	cond	G
3052	1550	cond	G
3053	1550	cond	G
3054	1550	cond	G
3055	1550	cond	G
3056	1550	cond	G
3057	1550	cond	G
3058	1550	cond	G
3059	1550	cond	G
3060	1550	cond	G
3061	1550	cond	G
3062	1550	cond	G
3063	1550	cond	G
3064	1550	cond	G
3065	1550	cond	G
3066	1550	cond	G
3067	1550	cond	G
3068	1550	cond	S
3069	1550	cond	S
3070	1550	cond	S
3071	1555	cond	G
3072	1555	cond	G
3073	1555	cond	G
3074	1555	cond	G
3075	1555	cond	G
3076	1555	cond	G
3077	1555	cond	G
3078	1555	cond	G
3079	1555	cond	G
3080	1555	cond	G
3081	1555	cond	G
3082	1555	cond	G
3083	1555	cond	G
3084	1555	cond	G
3085	1555	cond	G
3086	1555	cond	G
3087	1555	cond	G
3088	1555	cond	G
3089	1555	cond	G
3090	1555	cond	G
3091	1555	cond	G
3092	1555	cond	G
3093	1555	cond	G
3094	1555	cond	G
3095	1555	cond	G
3096	1555	cond	G
3097	1555	cond	G
3098	1555	cond	G
3099	1555	cond	G
3100	1555	cond	S
3101	1560	cond	G
3102	1560	cond	G
3103	1560	cond	G
3104	1560	cond	G
3105	1560	cond	G
3106	1560	cond	G
3107	1560	cond	G
3108	1560	cond	G
3109	1560	cond	G
3110	1560	cond	G
3111	1560	cond	G
3112	1560	cond	G
3113	1505	tr	G
3114	1510	tr	G
3115	1515	tr	G
3116	1515	tr	S
3117	1515	tr	S
3118	1520	tr	G
3119	1520	tr	G
3120	1520	tr	G
3121	1520	tr	S
3122	1525	tr	G
3123	1525	tr	G
3124	1525	tr	G
3125	1525	tr	G
3126	1525	tr	G
3127	1525	tr	G
3128	1525	tr	G
3129	1525	tr	G
3130	1525	tr	G
3131	1525	tr	G
3132	1525	tr	G
3133	1530	tr	G
3134	1530	tr	G
3135	1540	tr	G
3136	1540	tr	G
3137	1540	tr	G
3138	1540	tr	S
3139	1540	tr	S
3140	1545	tr	G
3141	1545	tr	G
3142	1545	tr	G
3143	1545	tr	G
3144	1545	tr	G
3145	1545	tr	G
3146	1545	tr	G
3147	1545	tr	G
3148	1545	tr	G
3149	1545	tr	G
3150	1545	tr	G
3151	1550	tr	G
3152	1550	tr	G
3153	1555	tr	G
3154	1505	senza	G
3155	1505	senza	G
3156	1505	senza	S
3157	1505	senza	S
3158	1505	senza	S
3159	1505	senza	S
3160	1505	senza	S
3161	1505	senza	S
3162	1505	senza	S
3163	1505	senza	S
3164	1510	senza	G
3165	1510	senza	S
3166	1510	senza	S
3167	1510	senza	S
3168	1510	senza	S
3169	1515	senza	G
3170	1515	senza	G
3171	1515	senza	G
3172	1515	senza	G
3173	1515	senza	S
3174	1515	senza	S
3175	1520	senza	G
3176	1520	senza	G
3177	1520	senza	G
3178	1520	senza	G
3179	1520	senza	G
3180	1520	senza	G
3181	1520	senza	G
3182	1520	senza	S
3183	1520	senza	S
3184	1520	senza	S
3185	1525	senza	G
3186	1525	senza	G
3187	1525	senza	G
3188	1525	senza	G
3189	1525	senza	G
3190	1525	senza	G
3191	1525	senza	G
3192	1525	senza	S
3193	1525	senza	S
3194	1530	senza	G
3195	1530	senza	G
3196	1530	senza	G
3197	1535	senza	G
3198	1540	senza	G
3199	1540	senza	G
3200	1540	senza	G
3201	1540	senza	G
3202	1540	senza	G
3203	1540	senza	G
3204	1540	senza	G
3205	1540	senza	G
3206	1545	senza	G
3207	1545	senza	G
3208	1545	senza	G
3209	1545	senza	G
3210	1545	senza	G
3211	1545	senza	G
3212	1545	senza	G
3213	1545	senza	G
3214	1545	senza	G
3215	1545	senza	G
3216	1545	senza	G
3217	1545	senza	G
3218	1545	senza	G
3219	1545	senza	G
3220	1545	senza	G
3221	1545	senza	G
3222	1550	senza	G
3223	1550	senza	G
3224	1550	senza	G
3225	1550	senza	G
3226	1550	senza	G
3227	1550	senza	G
3228	1550	senza	G
3229	1550	senza	G
3230	1555	senza	G
3231	1555	senza	G
3232	1555	senza	G
3233	1555	senza	G
3234	1555	senza	G
3235	1555	senza	G
3236	1555	senza	G
3237	1555	senza	G
3238	1555	senza	G
3239	1555	senza	G
3240	1555	senza	G
3241	1555	senza	G
3242	1555	senza	G
3243	1555	senza	G
3244	1555	senza	G
3245	1555	senza	G
3246	1555	senza	G
3247	1555	senza	G
3248	1555	senza	G
3249	1555	senza	G
3250	1555	senza	G
3251	1555	senza	G
3252	1555	senza	G
3253	1555	senza	S
3254	1560	senza	G
3255	1560	senza	G
3256	1560	senza	G
3257	1560	senza	G
3258	1505	ultim	G
3259	1505	ultim	G
3260	1505	ultim	G
3261	1505	ultim	G
3262	1505	ultim	G
3263	1505	ultim	G
3264	1505	ultim	G
3265	1505	ultim	G
3266	1505	ultim	G
3267	1505	ultim	G
3268	1505	ultim	G
3269	1505	ultim	G
3270	1510	ultim	G
3271	1510	ultim	G
3272	1510	ultim	G
3273	1510	ultim	G
3274	1510	ultim	G
3275	1510	ultim	G
3276	1510	ultim	G
3277	1510	ultim	G
3278	1510	ultim	G
3279	1510	ultim	G
3280	1510	ultim	G
3281	1510	ultim	G
3282	1510	ultim	G
3283	1510	ultim	G
3284	1510	ultim	G
3285	1510	ultim	G
3286	1510	ultim	G
3287	1510	ultim	G
3288	1515	ultim	G
3289	1515	ultim	G
3290	1515	ultim	G
3291	1515	ultim	G
3292	1515	ultim	G
3293	1515	ultim	G
3294	1515	ultim	G
3295	1515	ultim	G
3296	1515	ultim	G
3297	1515	ultim	G
3298	1515	ultim	G
3299	1515	ultim	G
3300	1515	ultim	G
3301	1515	ultim	G
3302	1515	ultim	G
3303	1515	ultim	G
3304	1515	ultim	G
3305	1515	ultim	G
3306	1515	ultim	G
3307	1515	ultim	G
3308	1515	ultim	G
3309	1515	ultim	G
3310	1520	ultim	G
3311	1520	ultim	G
3312	1520	ultim	G
3313	1520	ultim	G
3314	1520	ultim	G
3315	1520	ultim	G
3316	1520	ultim	G
3317	1520	ultim	G
3318	1520	ultim	G
3319	1520	ultim	G
3320	1520	ultim	G
3321	1525	ultim	G
3322	1525	ultim	G
3323	1525	ultim	G
3324	1530	ultim	G
3325	1530	ultim	G
3326	1530	ultim	G
3327	1530	ultim	G
3328	1530	ultim	G
3329	1535	ultim	G
3330	1540	ultim	G
3331	1540	ultim	G
3332	1540	ultim	G
3333	1540	ultim	S
3334	1540	ultim	S
3335	1540	ultim	S
3336	1540	ultim	S
3337	1540	ultim	S
3338	1540	ultim	S
3339	1540	ultim	S
3340	1540	ultim	S
3341	1540	ultim	S
3342	1545	ultim	G
3343	1545	ultim	G
3344	1545	ultim	G
3345	1545	ultim	G
3346	1545	ultim	G
3347	1545	ultim	G
3348	1545	ultim	G
3349	1545	ultim	G
3350	1545	ultim	G
3351	1545	ultim	G
3352	1545	ultim	G
3353	1545	ultim	G
3354	1545	ultim	G
3355	1545	ultim	G
3356	1545	ultim	G
3357	1545	ultim	G
3358	1545	ultim	G
3359	1545	ultim	G
3360	1545	ultim	G
3361	1545	ultim	G
3362	1545	ultim	G
3363	1545	ultim	G
3364	1545	ultim	G
3365	1545	ultim	G
3366	1545	ultim	G
3367	1545	ultim	G
3368	1550	ultim	G
3369	1550	ultim	G
3370	1550	ultim	G
3371	1550	ultim	G
3372	1550	ultim	G
3373	1550	ultim	G
3374	1550	ultim	G
3375	1550	ultim	G
3376	1550	ultim	G
3377	1550	ultim	G
3378	1550	ultim	G
3379	1550	ultim	G
3380	1550	ultim	G
3381	1550	ultim	G
3382	1550	ultim	G
3383	1550	ultim	G
3384	1550	ultim	G
3385	1550	ultim	G
3386	1550	ultim	G
3387	1555	ultim	G
3388	1555	ultim	G
3389	1555	ultim	G
3390	1555	ultim	G
3391	1555	ultim	G
3392	1555	ultim	G
3393	1555	ultim	G
3394	1555	ultim	G
3395	1555	ultim	G
3396	1555	ultim	G
3397	1555	ultim	G
3398	1555	ultim	G
3399	1555	ultim	G
3400	1555	ultim	S
3401	1560	ultim	G
3402	1560	ultim	G
3403	1560	ultim	G
3404	1560	ultim	G
3405	1560	ultim	G
3406	1560	ultim	G
3407	1560	ultim	G
3408	1560	ultim	S
3409	1495	cong	S
3410	1495	cong	S
3411	1495	cong	S
3412	1505	cong	G
3413	1505	cong	G
3414	1505	cong	G
3415	1505	cong	G
3416	1505	cong	G
3417	1505	cong	G
3418	1505	cong	G
3419	1505	cong	G
3420	1505	cong	G
3421	1505	cong	G
3422	1505	cong	S
3423	1505	cong	S
3424	1505	cong	S
3425	1505	cong	S
3426	1505	cong	S
3427	1505	cong	S
3428	1505	cong	S
3429	1505	cong	S
3430	1505	cong	S
3431	1505	cong	S
3432	1505	cong	S
3433	1505	cong	S
3434	1505	cong	S
3435	1505	cong	S
3436	1505	cong	S
3437	1505	cong	S
3438	1505	cong	S
3439	1505	cong	S
3440	1505	cong	S
3441	1505	cong	S
3442	1505	cong	S
3443	1505	cong	S
3444	1505	cong	S
3445	1505	cong	S
3446	1505	cong	S
3447	1505	cong	S
3448	1505	cong	S
3449	1505	cong	S
3450	1505	cong	S
3451	1505	cong	S
3452	1505	cong	S
3453	1505	cong	S
3454	1505	cong	S
3455	1505	cong	S
3456	1505	cong	S
3457	1505	cong	S
3458	1505	cong	S
3459	1505	cong	S
3460	1505	cong	S
3461	1505	cong	S
3462	1505	cong	S
3463	1510	cong	G
3464	1510	cong	G
3465	1510	cong	G
3466	1510	cong	G
3467	1510	cong	G
3468	1510	cong	G
3469	1510	cong	G
3470	1510	cong	G
3471	1510	cong	G
3472	1510	cong	G
3473	1510	cong	G
3474	1510	cong	G
3475	1510	cong	G
3476	1510	cong	S
3477	1510	cong	S
3478	1510	cong	S
3479	1510	cong	S
3480	1510	cong	S
3481	1510	cong	S
3482	1510	cong	S
3483	1510	cong	S
3484	1510	cong	S
3485	1510	cong	S
3486	1510	cong	S
3487	1510	cong	S
3488	1510	cong	S
3489	1510	cong	S
3490	1515	cong	G
3491	1515	cong	G
3492	1515	cong	G
3493	1515	cong	G
3494	1515	cong	G
3495	1515	cong	G
3496	1515	cong	G
3497	1515	cong	G
3498	1515	cong	G
3499	1515	cong	G
3500	1515	cong	G
3501	1515	cong	G
3502	1515	cong	S
3503	1515	cong	S
3504	1515	cong	S
3505	1515	cong	S
3506	1515	cong	S
3507	1515	cong	S
3508	1515	cong	S
3509	1515	cong	S
3510	1515	cong	S
3511	1515	cong	S
3512	1515	cong	S
3513	1515	cong	S
3514	1515	cong	S
3515	1515	cong	S
3516	1515	cong	S
3517	1515	cong	S
3518	1515	cong	S
3519	1515	cong	S
3520	1515	cong	S
3521	1515	cong	S
3522	1515	cong	S
3523	1515	cong	S
3524	1515	cong	S
3525	1515	cong	S
3526	1515	cong	S
3527	1515	cong	S
3528	1515	cong	S
3529	1515	cong	S
3530	1515	cong	S
3531	1515	cong	S
3532	1515	cong	S
3533	1520	cong	G
3534	1520	cong	G
3535	1520	cong	G
3536	1520	cong	G
3537	1520	cong	S
3538	1520	cong	S
3539	1520	cong	S
3540	1520	cong	S
3541	1520	cong	S
3542	1520	cong	S
3543	1520	cong	S
3544	1520	cong	S
3545	1520	cong	S
3546	1520	cong	S
3547	1520	cong	S
3548	1520	cong	S
3549	1520	cong	S
3550	1520	cong	S
3551	1520	cong	S
3552	1525	cong	G
3553	1525	cong	G
3554	1525	cong	G
3555	1525	cong	G
3556	1525	cong	S
3557	1525	cong	S
3558	1525	cong	S
3559	1525	cong	S
3560	1525	cong	S
3561	1525	cong	S
3562	1525	cong	S
3563	1525	cong	S
3564	1525	cong	S
3565	1525	cong	S
3566	1525	cong	S
3567	1525	cong	S
3568	1525	cong	S
3569	1530	cong	G
3570	1530	cong	G
3571	1530	cong	G
3572	1530	cong	G
3573	1530	cong	G
3574	1530	cong	G
3575	1530	cong	G
3576	1530	cong	S
3577	1530	cong	S
3578	1530	cong	S
3579	1530	cong	S
3580	1530	cong	S
3581	1530	cong	S
3582	1530	cong	S
3583	1530	cong	S
3584	1530	cong	S
3585	1530	cong	S
3586	1535	cong	G
3587	1540	cong	G
3588	1540	cong	G
3589	1540	cong	G
3590	1540	cong	G
3591	1540	cong	G
3592	1540	cong	G
3593	1540	cong	G
3594	1540	cong	G
3595	1540	cong	G
3596	1540	cong	G
3597	1540	cong	G
3598	1540	cong	G
3599	1540	cong	G
3600	1540	cong	G
3601	1540	cong	S
3602	1540	cong	S
3603	1540	cong	S
3604	1540	cong	S
3605	1540	cong	S
3606	1540	cong	S
3607	1540	cong	S
3608	1540	cong	S
3609	1540	cong	S
3610	1540	cong	S
3611	1540	cong	S
3612	1540	cong	S
3613	1540	cong	S
3614	1540	cong	S
3615	1540	cong	S
3616	1540	cong	S
3617	1540	cong	S
3618	1540	cong	S
3619	1540	cong	S
3620	1540	cong	S
3621	1540	cong	S
3622	1540	cong	S
3623	1540	cong	S
3624	1540	cong	S
3625	1540	cong	S
3626	1540	cong	S
3627	1540	cong	S
3628	1545	cong	G
3629	1545	cong	G
3630	1545	cong	G
3631	1545	cong	G
3632	1545	cong	G
3633	1545	cong	G
3634	1545	cong	G
3635	1545	cong	G
3636	1545	cong	G
3637	1545	cong	G
3638	1545	cong	G
3639	1545	cong	G
3640	1545	cong	G
3641	1545	cong	G
3642	1545	cong	G
3643	1545	cong	G
3644	1545	cong	G
3645	1545	cong	G
3646	1545	cong	G
3647	1545	cong	G
3648	1545	cong	G
3649	1545	cong	G
3650	1545	cong	G
3651	1545	cong	G
3652	1545	cong	G
3653	1545	cong	G
3654	1545	cong	G
3655	1545	cong	G
3656	1545	cong	G
3657	1545	cong	G
3658	1545	cong	G
3659	1545	cong	G
3660	1545	cong	G
3661	1545	cong	G
3662	1545	cong	G
3663	1545	cong	S
3664	1545	cong	S
3665	1545	cong	S
3666	1545	cong	S
3667	1545	cong	S
3668	1545	cong	S
3669	1545	cong	S
3670	1545	cong	S
3671	1545	cong	S
3672	1545	cong	S
3673	1545	cong	S
3674	1545	cong	S
3675	1545	cong	S
3676	1545	cong	S
3677	1545	cong	S
3678	1545	cong	S
3679	1545	cong	S
3680	1545	cong	S
3681	1545	cong	S
3682	1545	cong	S
3683	1545	cong	S
3684	1545	cong	S
3685	1545	cong	S
3686	1545	cong	S
3687	1545	cong	S
3688	1545	cong	S
3689	1545	cong	S
3690	1545	cong	S
3691	1545	cong	S
3692	1545	cong	S
3693	1545	cong	S
3694	1545	cong	S
3695	1545	cong	S
3696	1545	cong	S
3697	1545	cong	S
3698	1545	cong	S
3699	1545	cong	S
3700	1545	cong	S
3701	1545	cong	S
3702	1545	cong	S
3703	1545	cong	S
3704	1545	cong	S
3705	1545	cong	S
3706	1545	cong	S
3707	1545	cong	S
3708	1545	cong	S
3709	1545	cong	S
3710	1545	cong	S
3711	1545	cong	S
3712	1545	cong	S
3713	1545	cong	S
3714	1545	cong	S
3715	1545	cong	S
3716	1545	cong	S
3717	1545	cong	S
3718	1545	cong	S
3719	1545	cong	S
3720	1545	cong	S
3721	1545	cong	S
3722	1545	cong	S
3723	1545	cong	S
3724	1545	cong	S
3725	1545	cong	S
3726	1545	cong	S
3727	1545	cong	S
3728	1545	cong	S
3729	1545	cong	S
3730	1545	cong	S
3731	1545	cong	S
3732	1545	cong	S
3733	1545	cong	S
3734	1545	cong	S
3735	1545	cong	S
3736	1545	cong	S
3737	1545	cong	S
3738	1545	cong	S
3739	1545	cong	S
3740	1545	cong	S
3741	1545	cong	S
3742	1545	cong	S
3743	1545	cong	S
3744	1545	cong	S
3745	1545	cong	S
3746	1545	cong	S
3747	1545	cong	S
3748	1545	cong	S
3749	1545	cong	S
3750	1545	cong	S
3751	1550	cong	G
3752	1550	cong	G
3753	1550	cong	G
3754	1550	cong	G
3755	1550	cong	G
3756	1550	cong	G
3757	1550	cong	G
3758	1550	cong	S
3759	1550	cong	S
3760	1550	cong	S
3761	1550	cong	S
3762	1550	cong	S
3763	1550	cong	S
3764	1550	cong	S
3765	1550	cong	S
3766	1550	cong	S
3767	1550	cong	S
3768	1550	cong	S
3769	1550	cong	S
3770	1550	cong	S
3771	1550	cong	S
3772	1550	cong	S
3773	1550	cong	S
3774	1550	cong	S
3775	1550	cong	S
3776	1550	cong	S
3777	1550	cong	S
3778	1550	cong	S
3779	1550	cong	S
3780	1550	cong	S
3781	1550	cong	S
3782	1550	cong	S
3783	1550	cong	S
3784	1550	cong	S
3785	1550	cong	S
3786	1550	cong	S
3787	1550	cong	S
3788	1550	cong	S
3789	1550	cong	S
3790	1550	cong	S
3791	1550	cong	S
3792	1550	cong	S
3793	1550	cong	S
3794	1550	cong	S
3795	1550	cong	S
3796	1550	cong	S
3797	1550	cong	S
3798	1550	cong	S
3799	1550	cong	S
3800	1550	cong	S
3801	1550	cong	S
3802	1550	cong	S
3803	1555	cong	G
3804	1555	cong	G
3805	1555	cong	G
3806	1555	cong	G
3807	1555	cong	G
3808	1555	cong	G
3809	1555	cong	G
3810	1555	cong	G
3811	1555	cong	G
3812	1555	cong	G
3813	1555	cong	G
3814	1555	cong	G
3815	1555	cong	G
3816	1555	cong	G
3817	1555	cong	S
3818	1555	cong	S
3819	1555	cong	S
3820	1555	cong	S
3821	1555	cong	S
3822	1555	cong	S
3823	1555	cong	S
3824	1555	cong	S
3825	1555	cong	S
3826	1555	cong	S
3827	1555	cong	S
3828	1555	cong	S
3829	1555	cong	S
3830	1555	cong	S
3831	1555	cong	S
3832	1555	cong	S
3833	1555	cong	S
3834	1555	cong	S
3835	1555	cong	S
3836	1555	cong	S
3837	1555	cong	S
3838	1555	cong	S
3839	1555	cong	S
3840	1560	cong	G
3841	1560	cong	G
3842	1560	cong	G
3843	1560	cong	G
3844	1560	cong	S
3845	1560	cong	S
3846	1560	cong	S
3847	1560	cong	S